"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",268,221,140,92,73,85,103,116,107,107,102,100,102,104,125,105,91,97,106,114,109,114,128,142
"2",154,162,156,149,163,158,164,196,180,144,155,156,122,116,109,130,131,177,148,116,104,109,133,145
"3",135,116,107,107,110,104,91,95,113,127,97,83,93,68,54,54,59,64,79,80,87,103,103,85
"4",77,90,111,75,52,31,33,36,46,44,27,48,60,46,22,14,14,14,16,18,21,24,23,31
"5",45,40,35,21,15,19,23,28,25,20,23,42,37,21,24,32,43,55,68,96,109,105,83,54.836177000971
"6",85,90,103,119,146,82,29,26,16,16,19,20,25,26,37,35,33,39,68,59,45,56,42,43
"7",205,296,248,53,18,10,18,26,141,191,105,53,40,30,38,32,45,72,96,136,122,118,98,74
"8",89,102,40,30,32,23,15,29,23,18,25,39,36,31,34,55,58,56,50,69,114,119,136,122
"9",105,95,108,122,165,142,163,188,213,221,232,241,227,116,59,66,71,69,74,57,41,42,83,59
"10",57,54,40,50,37,29,22,17,17,19,23,31,34,36,32,27,24,38,60,71,79,89,89,121
"11",189,283,287,162,159,102,21,86,164,180,15,19,25,19,17,20,24,25,20,25,125,122,89,168
"12",163,139,137,149,161,198,183,194,251,273,255,175,65,25,32,22,28,36,56,77,88,105,105,90
"13",74,73,74,95,80,26,22,25,29,29,25,27,21,27,23,21,23,30,54,73,83,93,114,90
"14",111,124,139,130,148,179,183,188,189,201,241,218,85,60,29,24,41,53,52,60,75,173,146,160
"15",231,156,210,182,159,133,119,115,114,130,129,124,120,115,86,69,77,118,108,121,147,172,138,126
"16",145,164,169,151,132,122,122,137,150,141,129,133,148,122,99,84,99,90,78,96,131,134,129,151
"17",147,131,125,124,111,103,100,94,81,70,71,66,40,22,24,29,27,43,43,40,38,37,28,35
"18",25,22,23,25,22,21,37,40,49,74,54,25,20,18,17,13,14,21,22,33,42,50,27,22
"19",23,33,35,42,50,46,50,50,51,53,72,60,49,37,35,30,27,34,36,34,44,45,48,45
"20",57,69,75,86,162,145,160,209,217,248,246,170,95,43,28,33,30,47,55,62,54,78,100,99
"21",119,137,114,134,162,164,167,201,206,191,153,123,85,66,55,45,44,80,118,104,85,100,125,111
"22",97,106,117,140,155,152,148,139,98,70,53,63,59,47,38,25,18,18,20,21,17,26,18,29
"23",28,18,10,9,10,23,16,33,32,32,32,37,37,32,24,27,24,28,42,42,28,28,33,49
"24",51,38,26,21,18,20,20,31,55,55,68,67,69,51,53,55,55,56,69,88,89,81,131,119
"25",128,178,167,161,148,151,156,175,168,192,228,129,57,49,31,31,39,35,40,46,43,46,45,65
"26",118,135,128,148,232,174,156,175,176,160,245,155,46,31,34,23,17,25,38,42,60,75,81,80
"27",91,94,91,75,78,84,89,96,104,208,156,110,75,51,38,26,24,29,36,50,59,61,84,120
"28",151,177,187,151,140,118,109,105,120,152,174,185,172,156,143,140,115,56,44,38,44,52,59,63
"29",54,51,54,50,50,49,54,73,71,73,80,61,53,45,36,33,30,33,27,28,32,42,57,57
"30",64,74,68,65,69,71,77,80,58,48,45,33,53,31,38,26,24,19,22,24,50,60,94,152
"31",194,189,183,177,168,140,142,161,175,193,207,174,20,22,30,20,22,16,29,37,58,81,93,122
"32",178,178,172,161,172,158,178,189,184,219,255,203,138,59,27,20,22,27,40,57,76,80,135,213
"33",144,136,112,91,104,144,147,157,180,242,263,242,132,73,49,42,37,40,42,56,87,118,206,193
"34",186,182,202,234,215,217,203,193,201,208,198,159,99,57,50,34,32,52,37,22,21,22,27,32
"35",14,11,11,14,10,13,19,26,31,24,36,41,33,30,32,31,30,32,33,40,66,77,129,112
"36",95,124,73,39,31,30,35,26,34,30,57,46,30,22,22,29,26,24,31,32,38,41,115,172
"37",279,266,246,180,137,125,144,152,149,197,187,108,48,39,31,27,23,26,37,38,66,68,71,74
"38",85,88,68,59,55,60,90,129,144,173,202,170,66,60,59,50,45,55,71,97,91,82,71,68
"39",113,150,112,111,143,208,135,111,48,47,71,119,117,81,57,51,49,53,55,77,67,96,75,81
"40",104,182,230,194,193,160,32,155,179,181,70,31,23,18,13,15,12,14,16,31,48,70,75,89
"41",75,64,63,65,55,58,67,63,95,129,87,20,20,21,22,22,23,26,37,44,39,38,34,29
"42",24,22,20,21,26,30,37,48,68,114,121,74,43,30,30,34,34,37,44,65,58,35,35,33
"43",27,26,28,26,22,33,50,56,55,82,98,90,121,220,107,114,113,139,161,144,134,87,84,91
"44",81,63,62,51,41,35,20,17,17,23,32,38,27,23,24,24,26,26,25,31,19,19,17,18
"45",15,14,12,12,13,13,12,11,12,16,19,17,14,12,14,14,12,14,20,23,24,46,54,56
"46",55,79,86,77,55,30,37,37,49,58,59,60,40,28,27,27,15,18,26,28,29,30,31,41
"47",48,50,44,44,43,44,52,62,54,66,43,23,12,15,15,10,12,11,14,28,44,39,28,21
"48",17,14,16,31,47,43,35,42,56,69,61,55,45,21,15,13,14,15,30,36,43,44,35,31
"49",30,39,38,36,42,47,52,69,79,83,103,67,28,18,15,13,8,11,15,22,25,19,24,24
"50",26,33,17,11,13,15,20,35,54,45,46,44,31,28,23,18,22,17,28,26,25,20,35,22
"51",20,16,15,18,19,19,36,50,45,37,22,22,19,19,19,21,25,29,31,35,40,23,30,20
"52",12,17,13,11,24,21,24,15,17,22,29,35,29,27,45,30,25,29,35,55,69,86,89,96
"53",35,33,25,26,30,31,35,36,39,47,49,61,75,91,135,108,87,41,36,51,57,61,65,47
"54",52,51,61,73,85,94,95,102,61,89,89,45,19,16,13,11,14,15,16,18,22,42,52,81
"55",90,91,80,77,80,103,113,104,156,158,116,80,45,27,30,33,39,47,55,60,64,75,45,51
"56",62,101,142,93,10,12,11,10,14,19,21,24,24,22,22,27,31,36,42,55,59,87,104,51
"57",108,95,92,94,95,109,99,113,145,182,104,113,75,47,34,43,36,29,29,36,72,78,84,103
"58",85,66,104,103,109,105,113,94,73,66,64,36,34,35,32,32,36,32,35,41,45,49,37,45
"59",47,60,67,58,69,129,135,170,288,317,178,49,36,19,16,14,20,29,28,34,28,30,30,45
"60",33,44,46,31,23,23,26,23,27,45,48,36,32,31,23,26,32,33,34,29,36,48,48,45
