"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1","2.2223","2.2593","2.2795","2.245","2.245","2.3187","2.394","2.4862","2.537","2.537","2.7187","2.8928","2.9026","2.9903","3.0233","3.042","2.8702","2.6392","2.7167","2.8393","2.8743","2.7372","2.537","2.537"
"2","2.537","2.531","2.521","2.4862","2.4532","2.3755","2.347","2.3183","2.4513","2.537","2.8315","2.539","2.537","2.537","2.537","2.537","2.537","2.533","2.5005","2.4632","2.4023","2.353","2.3162","2.306"
"3","2.292","2.288","2.2672","2.253","2.247","2.249","2.2142","2.249","2.2735","2.48","2.537","2.5085","2.519","2.525","2.531","2.535","2.525","2.519","2.5065","2.484","2.4288","2.398","2.3287","2.2775"
"4","2.3103","2.3858","2.3102","2.2593","2.257","2.194","2.147","2.149","2.3205","2.5207","2.8042","2.5595","2.537","2.537","2.533","2.531","2.531","2.525","2.4818","2.443","2.4448","2.3492","2.349","2.2283"
"5","2.2632","2.206","2.0938","2.02","1.973","1.971","1.9467","1.9628","2.153","2.439","2.537","2.4512","2.3758","2.384","2.4245","2.4388","2.3837","2.2877","2.2307","2.208","2.204","2.202","2.3227","2.3553"
"6","2.2245","2.1307","2.1532","2.2695","2.2713","2.249","2.249","2.3408","2.5677","2.9417","2.909","2.5493","2.525","2.525","2.523","2.537","2.531","2.537","2.535","2.523","2.4715","2.3532","2.2407","2.2245"
"7","2.2022","2.292","2.2878","2.2327","2.1713","2.1775","2.1058","2.059","2.2082","2.4737","2.537","2.4942","2.449","2.5005","2.529","2.537","2.531","2.445","2.4","2.3265","2.292","2.3777","2.4655","2.4615"
"8","2.4183","2.4062","2.3837","2.337","2.3185","2.2798","2.2713","2.2815","2.4982","2.7065","2.8598","2.5268","2.4942","2.5","2.523","2.525","2.5168","2.398","2.294","2.2245","2.2327","2.2","2.1777","2.153"
"9","2.1797","2.1778","2.145","2.104","2.0363","2.01","1.969","1.9588","2.1918","2.435","2.537","2.533","2.515","2.531","2.537","2.537","2.537","2.531","2.4758","2.443","2.443","2.402","2.3552","2.3615"
"10","2.3287","2.308","2.2532","2.214","2.194","2.1693","2.1327","2.1223","2.3285","2.5495","2.817","2.5513","2.449","2.449","2.445","2.453","2.441","2.453","2.3838","2.3083","2.2285","2.196","2.1735","2.1098"
"11","2.0853","2.1713","2.188","2.1652","2.155","2.137","2.151","2.108","2.3083","2.5288","2.537","2.4878","2.4368","2.398","2.392","2.437","2.4368","2.3897","2.296","2.202","2.1797","2.1552","2.1183","2.1223"
"12","2.204","2.1633","2.1387","2.149","2.1388","2.151","2.1267","2.157","2.3428","2.5208","2.5615","2.4613","2.3347","2.308","2.304","2.31","2.2858","2.2163","2.1737","2.1468","2.0752","2.069","2.0998","2.108"
"13","2.1182","2.155","2.1572","2.1408","2.149","2.145","2.147","2.2448","2.5105","2.7517","2.9008","2.5657","2.4982","2.4673","2.4673","2.4798","2.449","2.4","2.3553","2.253","2.2348","2.1753","2.1283","2.1122"
"14","2.1388","2.0915","2.057","2.049","2.0142","2.0753","2.0772","2.0713","2.2635","2.4308","2.535","2.4838","2.396","2.388","2.3632","2.3737","2.355","2.3428","2.298","2.292","2.294","2.298","2.282","2.2267"
"15","2.194","2.1753","2.0365","1.9732","1.9875","1.9423","1.8977","1.8872","1.9098","1.9792","2.2878","2.3573","2.3613","2.4287","2.4737","2.453","2.445","2.394","2.3185","2.2307","2.157","2.1305","2.0877","2.0098"
