"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1","14.9018","14.5458","13.9863","10.8839","9.8922","10.0702","10.5025","10.2482","10.1465","10.0956","10.3499","9.765","10.0956","10.0193","9.9685","9.7396","9.8922","9.9176","9.9176","9.8159","9.943","10.0702","10.0956","10.0193"
"2","10.2228","10.0448","9.9685","9.8922","9.9685","10.0956","10.1465","10.1719","9.9685","9.587","9.6887","9.7345","9.8159","9.943","10.0702","10.0193","9.7396","9.4853","9.5616","9.3582","9.5362","9.6379","11.5197","12.7149"
"3","10.1973","9.8159","9.765","9.6125","9.8413","9.9939","9.9176","9.765","9.5616","8.9004","8.8242","9.1801","9.5362","9.6888","9.8413","9.4345","9.3582","9.0784","9.2564","8.8496","9.0784","9.1038","9.0275","9.053"
"4","9.231","9.3836","9.3582","9.2819","9.5362","9.2819","9.2819","9.409","9.0276","8.2647","8.163","8.2138","8.3155","9.1547","9.2564","8.9004","8.3409","8.2901","8.5953","8.4681","8.519","8.5698","8.697","8.519"
"5","8.6461","8.697","8.7478","8.7224","8.7987","8.7733","9.1547","9.1801","8.7478","8.4681","8.4681","8.5953","8.4681","8.7987","8.7733","8.5444","8.697","9.0275","8.697","8.6461","8.5952","8.875","8.9259","9.053"
"6","9.0021","9.0021","9.1039","8.8496","9.3327","9.4853","9.3327","9.4599","9.2564","8.7224","8.5444","8.697","8.8496","8.3918","8.2647","8.0612","8.0612","8.3155","8.4681","8.4935","8.5444","8.5698","8.6716","8.519"
"7","8.6716","8.6207","8.6207","8.7479","8.8241","8.8496","8.7224","8.8242","8.3155","8.4172","8.6461","8.0867","8.341","8.4427","8.3664","8.2138","8.2392","8.4427","8.519","8.4427","8.6207","8.4935","8.3918","8.4681"
"8","8.5953","8.7224","8.5698","8.9004","8.9513","8.9513","8.9513","8.9767","9.0021","8.6461","8.4173","8.697","8.5698","8.4172","8.4172","8.4427","8.4681","8.3918","8.7224","8.8241","8.875","8.6207","8.6207","8.5444"
"9","8.6461","8.7733","8.6207","8.9259","8.7224","8.5698","8.519","8.6716","8.4936","8.1375","8.3664","8.2901","8.5953","7.5781","8.0358","8.1121","8.4681","8.6716","8.7987","8.7733","8.6716","8.4427","8.5953","8.6461"
"10","8.6207","8.875","9.1801","9.231","8.2393","7.2984","7.5526","7.8069","7.4764","7.6035","7.4255","7.3746","6.9932","7.3238","7.0695","6.7898","7.1203","6.7898","6.7389","6.9423","6.9677","7.0695","6.8914","6.9677"
"11","6.8914","6.8406","6.9677","7.2221","7.2729","7.2729","7.3746","7.3747","7.2475","6.9932","25.8112","8.7478","10.299","12.3334","11.9011","10.7822","11.2654","11.8248","12.1554","11.2908","11.1891","11.8503","12.5369","12.2572"
