"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1","6.5334","6.1825","6.1123","6.3106","6.4235","6.7409","6.6677","6.3656","6.4083","6.3961","6.2893","6.1642","6.2862","6.0452","5.9689","5.7492","5.8224","6.0025","5.7522","5.917","5.8712","6.1184","6.4113","6.3259"
"2","6.4419","6.2557","6.4571","6.1855","6.158","6.2466","5.9994","6.0879","5.8712","5.9323","6.3289","6.097","5.9994","5.676","5.7553","5.1389","4.794","5.0046","5.4684","6.6066","6.8569","6.8478","6.8447","6.9545"
"3","6.9149","6.5841","6.2801","6.152","6.0208","6.2649","6.6189","7.1834","7.4611","7.7296","7.5435","7.4031","6.8935","6.6707","6.5792","6.3564","6.4174","6.3686","6.332","6.3564","6.4571","6.8264","6.6799","7.1529"
"4","7.2048","6.7806","6.8661","6.8447","6.7684","6.7134","6.6524","6.3595","6.9576","7.3085","7.1895","6.7348","6.8172","7.5038","7.9158","7.6747","6.5578","6.6799","6.1398","6.0543","6.0269","5.7064","5.8255","5.9078"
"5","6.2252","6.5273","6.57","11.068","7.1132","7.4367","7.0675","7.3695","7.2536","7.0888","7.9615","6.9729","6.8966","6.9576","6.5578","6.8111","6.9362","6.8904","6.4602","6.6311","6.3686","6.274","6.3534","6.2252"
"6","6.3015","6.5884","7.0034","7.0064","7.2933","7.0339","6.8813","6.7654","6.4754","6.3747","6.2679","5.978","6.1031","5.9262","6.0635","6.0329","5.8865","6.0787","5.9994","5.8773","5.9841","6.1794","6.2893","6.5029"
"7","6.6494","6.5639","6.9362","7.2811","7.4581","7.2872","7.0858","6.9668","6.6982","6.7653","6.6891","6.6006","6.5609","6.625","6.7531","6.8904","6.802","7.0583","6.8905","6.9149","6.683","6.9606","6.686","6.7012"
"8","6.5792","6.7379","6.9149","7.0766","6.9118","7.1895","6.9576","7.2994","7.0278","7.0857","6.9393","6.625","6.4419","6.4846","6.2923","6.2832","6.3686","6.3045","6.2466","6.5487","6.451","6.6127","6.5548","6.628"
"9","6.564","6.6494","6.5517","6.5243","6.4968","6.3778","6.3595","6.4297","6.4297","6.2313","6.213","6.2923","6.332","6.4052","6.4266","6.3808","6.6066","6.4876","6.4205","6.4846","6.4785","6.2832","6.448","6.5364"
"10","6.4144","6.7043","6.8996","6.9851","7.0339","6.8477","6.9728","6.8874","6.8081","6.7257","6.1337","4.7269","6.5304","6.3137","6.3595","6.2008","6.4388","6.2954","6.3564","6.4205","6.4235","6.4907","6.5212","6.4998"
"11","6.628","6.6066","6.6799","6.6707","6.6616","6.8294","7.3298","7.455","7.5771","7.2963","7.3421","7.0705","6.8294","6.8233","8.4223","7.5892","7.5984","7.278","7.4824","7.7144","7.5984","7.4123","7.6442","7.867"
"12","8.3186","8.5291","8.5627","8.4773","8.4956","8.2423","7.8578","7.6411","7.7022","7.6869","7.4458","7.3879","7.278","7.3573","7.2627","7.0613","7.4519","7.9189","7.7937","7.7357","7.7144","7.7662","7.7144","7.5709"
"13","7.4306","7.4794","7.5069","7.513","7.5374","7.5893","7.5862","7.873","8.0836","8.2331","16.0421","8.1721","7.3207","5.4104","16.924","14.1105","4.2813","5.0046","4.3851","4.4461","4.2966","4.1502","4.0617","3.964"
"14","3.9213","3.8877","3.9487","3.8877","3.9426","3.8846","4.1257","4.0311","3.9213","3.8053","3.7382","3.6161","3.6253","5.5478","6.7775","7.0674","7.1224","6.8202","6.5151","6.4357","6.2038","5.9567","5.9475","5.7583"
"15","5.4867","5.4989","5.4593","5.5051","5.56","5.2884","5.5569","5.4806","5.4349","5.3952","5.3464","5.3067","5.3433","5.3494","5.0534","4.8001","4.9313","4.8734","4.733","4.7666","4.7818","4.7452","4.7574","5.6881"
"16","6.5121","6.6311","6.9362","6.9912","7.1376","7.1498","6.8843","6.5426","6.3411","6.2008","6.4113","5.8041","5.8804","5.6942","5.682","5.4684","5.2792","5.2243","5.1175","5.2609","5.1572","5.3067","5.4196","5.2029"
